Description,Sentiment
"Worst experience. Late delivery, cold food, excess ingredient in food making it even more worse. Also the food was spilled. ",
,
more burned,
,
delayed delivery,
,
Only my momos are affected,
,
"Issue created by namrata.m_vdr_kt@external.swiggy.in on Mar 25, 2022, 04:52 PM",
,
No red bull inside the order received,
,
Total spillage and wrong dip received,
,
Tastes sour. It's spoilt or expired.,
,
"Issue created by sakinala.299209_cb@external.swiggy.in on Mar 27, 2022, 10:53 AM",
,
the momo were not steam momo they provided me Darjeeling momo and there is no sauce how am i to eat this,
,
I have received two moburgs instead of one veg and one chicken momos,
,
In momos showed quantity is 8 piece but this order comes 6 piece,
,
The food was really so cold and I am unable to eat <br/>It's taste less,
,
The momos are stale. Kindly refund my money. This is incorrigible behaviour and service from Wow Momos,
,
The order is incomplete,
,
The packaging was torn. The chilly momo sauce was coming out and and momo chutney was spilled.,
,
It's a non veg item that has been sent,
,
"food is cold
food is cold",
,
The food os stinking and is prepared a day or two back. Both the condiments have an odd smell,
,
"Issue created by vicky.bhati_bpoc@external.swiggy.in on Mar 21, 2022, 03:03 PM",
,
The momos quantity was missing,
,
"Issue created by prithvi.saha4_kt@external.swiggy.in on Mar 26, 2022, 12:09 PM",
,
<br/> Momo chutn,
,
I ordered a corn and cheese steamed momos and I got this gravy momos that I don't want at all!!,
,
Cold food<br/> Disappointed,
,
Received only one packet.,
,
"Issue created by mounika.299925_cb@external.swiggy.in on Mar 23, 2022, 04:28 PM",
,
Wrong item deliver to me,
,
The moberg momo was spoilt<br/>,
,
theres no Schezuan sauce or the mint sauce  with it how are we supposed to have it with?,
,
The mayo dip was missing in the pack we received,
,
Did not get sauce,
,
Szchewan momos were sent instead of steamed chicken momos,
,
The momos and the chutney were spoiled. The fried momos in the burger were soggy and sticky<br/>The food was stale. It tasted sour and not edible.,
,
"Issue created by luxmi.1_tm@external.swiggy.in on Mar 25, 2022, 05:42 PM",
,
The items very cold,
,
No chutneys,
,
I received non veg moburg,
,
"Issue created by abdul.shoeb_cb@external.swiggy.in on Mar 21, 2022, 06:33 PM",
,
I have ordered veg darjeeling steam momos however item received is fried momos,
,
I ordered 2 quantities they gave only one.,
,
I dint receive 4 pepsi,
,
"Issue created by suprabha.das_cb@external.swiggy.in on Mar 21, 2022, 04:56 PM",
,
The entire order was spilled over and the paper packaging is ruined,
,
No mayonnaise sauce is given ..what kind of service is this,
,
I ordered veg but received non veg food,
,
Dip and sauce missing which was supposed to come with the momos,
,
I have ordered a veg momos and I have received a non veg items how careless of it,
,
With momos there was no sauces given. Burger was missing.,
,
cx said so the chicken is stale and the chutney is spoilt,
,
Havent received cheese dips,
,
The food was completely rotten and the outlet(Wow Momo) is 400m away from my place.<br/>Order ID- 131461801113. I have paid in full.<br/>Please replace immediately.This was not expected from the store.,
,
The darjeeling steam momo has not been delivered - other items delivered,
,
I ordered 2 burgers but received only one. Why is that?,
,
It was so salty and couldn't put it in the mouth,
,
Different item receives,
,
Recieved 2 steamed momos and 2 mob urge r and 2 pepsi,
,
Pepsi and burger missing from my order,
,
I am missing items in order- all cold drinks,
,
Momos r uncooked? the maida coating and veggies inside all r uncooked,
,
"Issue created by pankaj.das_ag@external.swiggy.in on Mar 27, 2022, 09:52 AM",
,
I haven't got 2 Pepsi,
,
only 4 pcs momos came .. n no sauces also,
,
All momos are in worst condition. Momos are very filthy in smell and taste. Worst food suplied,
,
"Ordered quanity was 2 , delivered is 1",
,
This is mixed with so much spices i can't eat,
,
I ordered 2 quantities of this. So should have received 4 moburgs and 4 Pepsi but have only received 2 of them,
,
Both cans of redbulls are expired,
,
"Issue created by deepika.6_vdr_kt@external.swiggy.in on Mar 22, 2022, 01:56 PM",
,
Colddrink is missing in my order,
,
The moburg upper layer of burger is not present,
,
2 Pepsis are missing from my order,
,
"Issue created by vicky.bhati_bpoc@external.swiggy.in on Mar 21, 2022, 03:03 PM",
,
"Issue created by subho.53880_kt@external.swiggy.in on Mar 27, 2022, 02:31 PM",
,
i hv not received Darjeeling momos in the order,
,
1 item missing,
,
One momo from one of the box is missing,
,
1 momo pack is missing,
,
"Issue created by mirza.ali_cb@external.swiggy.in on Mar 25, 2022, 04:24 PM",
,
"Issue created by satyam.shrestha1_gv@external.swiggy.in on Mar 27, 2022, 03:31 PM",
,
"Issue created by manpreet.6_tm@external.swiggy.in on Mar 26, 2022, 04:37 PM",
,
Chutney is missing,
,
Oder mising,
,
cx said so the chicken is stale and the chutney is spoilt,
,
Cold drink not delivered,
,
The portion size is less,
,
the momos were by far the best but lil spicy should reduce a bit to make it taste awesome,
,
Quality and quantity are getting poor day by day,
,
bad taste,
,
AWESOME,
,
Extremely spicy,
,
The momos were badly burnt and were not eatable at all..bad quality..please avoid the place if you want to order online as there is no quality checks from the restaurant..the container and the bag were soiled in the overflowing oil that they forgot to drain out..horrible momos... Momo lovers...please avoid.,
,
Paneer not found inside momo. Disappointed. However Chicken Darjeeling Steam momo was great.,
,
We have ordere non veg moburg but we received veg moburg,
,
It took a lot of time but very yummy momos!,
,
Thanx,
,
momos and chutney delivered were stale,
,
The steam momo in the combo is stale and slimy,
,
good food and delivery boy also good,
,
Pickle sachet was not there.,
,
ensure that the promised quantity is provided,
,
"ordered 20 chicken momos, received 10",
,
pathetic service from restaurant ad well as zomato delivery,
,
Momos was too oily and fried crunchy cover doesn't taste good. Very ordinary and too expensive.,
,
thank you,
,
Next time please send some extra red sauce,
,
thank you,
,
I’m happy,
,
Momos was too oily and fried crunchy cover doesn't taste good. Very ordinary and too expensive.,
,
pathetic service from restaurant ad well as zomato delivery,
,
We have ordere non veg moburg but we received veg moburg,
,
more burned,
,
"Worst experience. Late delivery, cold food, excess ingredient in food making it even more worse. Also the food was spilled. ",
,
Great and fast,
,
If u accept the order do value the coustomer time .. Worst experience has an coustomer from my side I stay away from ur hotel tats better,
,
No,
,
I’m happy,
,
Usually 8 Piece you get in a box of full plate they give only 5,
,
thanks,
,
Usually 8 Piece you get in a box of full plate they give only 5,
,
Uncooked food,
,
very hot and spicy. very bad,
,
Fully burnt!,
,
In this momo I don't want that piece of chilli because I don't like chilli in pan fried panner momo and I don't like smash the panner staffing in momo.I like whole piece of panner in the momo.Thats might' be improve that things.But anyways this type of things left in other side moreover your momo taste is so good.Thanks you wow momo,
,
very hot and spicy. very bad,
,
Fully burnt!,
,
Uncooked food,
,
thanks,
,
the momos are very very spicy..,
,
nice,
,
quality not good.i am not happy,
,
very Good !!??????. Can't wait for next order ??????,
,
quality not good.i am not happy,
,
very Good !!??????. Can't wait for next order ??????,
,
nice,
,
the momos are very very spicy..,
,
In this momo I don't want that piece of chilli because I don't like chilli in pan fried panner momo and I don't like smash the panner staffing in momo.I like whole piece of panner in the momo.Thats might' be improve that things.But anyways this type of things left in other side moreover your momo taste is so good.Thanks you wow momo,
,
Very good taste momos Superb momos taste and momos with Darjeeling sauce is very nice and scpy good experience wow momo,
,
burger was good but the chilli momos were kind of ok ok,
,
"This feedback is not for wow momo! . It's for zomato, worst experience last day. ??????",
,
Both momos and thukpa were very tasty. But thukpa also tasted very much like cup noodles. it made me doubt the authenticity. i hope it is the actual thing and not cup noodles sold as thukpa.,
,
Chicken chili and chicken burger taste is awesome.....I love this dish....????????????????????????????????????,
,
Both momos and thukpa were very tasty. But thukpa also tasted very much like cup noodles. it made me doubt the authenticity. i hope it is the actual thing and not cup noodles sold as thukpa.,
,
burger was good but the chilli momos were kind of ok ok,
,
Very good taste momos Superb momos taste and momos with Darjeeling sauce is very nice and scpy good experience wow momo,
,
minor spillage.,
,
I got stale momos .....??,
,
Why are you giving 7up when you are saying Pepsi in the combo ?,
,
The delivery boy was very amiable and understood the landmark and address very easily. Please have more delivery valets like him,
,
this offer is very much velu for money,
,
perfect delivery,
,
WOW MOMOS ARE WOWWWWW ????????,
,
chilli sauce was soo hot ????,
,
minor spillage.,
,
awesome,
,
Way toooooooo spicy !! What was the need of adding tooo much spice in already spicy momos. Also the delivery took 1 hour. Worst deal ever.,
,
I got stale momos .....??,
,
"Just 99 takay 4 te fried momo, 1 monurg and 1 Pepsi...just Wow!",
,
missing item..Pepsi can,
,
good in taste,
,
Why are you giving 7up when you are saying Pepsi in the combo ?,
,
Good,
,
Chicken chili and chicken burger taste is awesome.....I love this dish....????????????????????????????????????,
,
"This feedback is not for wow momo! . It's for zomato, worst experience last day. ??????",
,
perfect delivery,
,
this offer is very much velu for money,
